"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","isInCluster","inCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","informationWithheld","dataGeneralizations","verbatimSRS","county","municipality","datasetName","gbifID","language","collectionCode","occurrenceID","locationAccordingTo","catalogNumber","institutionCode","occurrenceRemarks","accessRights","name","infraspecificEpithet","dateIdentified","references","http...unknown.org.nick","verbatimEventDate","verbatimLocality","taxonID","recordedBy","eventTime","identifiedBy","http...unknown.org.captive","identificationID","sex","lifeStage","eventID","footprintWKT","identificationVerificationStatus","originalNameUsage","datasetID","nameAccordingTo","locationRemarks","associatedReferences","individualCount","vernacularName","locality","higherClassification","institutionKey","identifiedByIDs.type","identifiedByIDs.value","identificationRemarks","elevation","elevationAccuracy"
"151","2580709619","Ursus arctos Linnaeus, 1758",42.87658,-0.45528,"gass84,fpwktinv","c6d289cc-62ee-46e1-9367-515092eed533","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-11-22T17:47:46.377+00:00","2022-01-29T21:51:30.945+00:00",82,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2433433,1,44,359,732,9681,2433406,2433433,2433433,"Ursus arctos Linnaeus, 1758","Animalia","Chordata","Carnivora","Ursidae","Ursus","Ursus arctos","Ursus","arctos","SPECIES","ACCEPTED","LC",10,NA,NA,2013,8,2,"2013-08-02T00:00:00","2020-01-27T00:00:00.000+00:00","2022-01-29T21:51:30.945+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,FALSE,"WGS84","Mammalia","FR","none","none","France",NA,"95165cfe-f108-11e9-a0dc-005056010096",NA,NA,NA,"64","64320|Laruns",NA,"2580709619",NA,NA,"95165cfe-f108-11e9-a0dc-005056010096",NA,NA,"PNP",NA,NA,"Ursus arctos Linnaeus, 1758",NA,NA,NA,NA,NA,NA,"60826","DEMOULIN JEROME (PNP)",NA,"Non renseigné (Non renseigné)",NA,NA,NA,NA,"95165cfe-f108-11e9-a0dc-005056010096","POINT (-0.45527751 42.87658156)","Probable, high degree of reliability","Ursus arctos Linnaeus, 1758","630EA612-B3CB-42E2-E053-2614A8C0CF63","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2580985923","Ursus arctos Linnaeus, 1758",42.87642,-0.45426,"gass84,fpwktinv","c6d289cc-62ee-46e1-9367-515092eed533","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-11-22T17:47:46.377+00:00","2022-01-29T21:51:37.655+00:00",82,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2433433,1,44,359,732,9681,2433406,2433433,2433433,"Ursus arctos Linnaeus, 1758","Animalia","Chordata","Carnivora","Ursidae","Ursus","Ursus arctos","Ursus","arctos","SPECIES","ACCEPTED","LC",5000,NA,NA,2013,8,2,"2013-08-02T00:00:00","2020-01-27T00:00:00.000+00:00","2022-01-29T21:51:37.655+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,FALSE,"WGS84","Mammalia","FR","none","none","France",NA,"8c33b44c-f108-11e9-a0dc-005056010096",NA,NA,NA,"64","64320|Laruns",NA,"2580985923",NA,NA,"8c33b44c-f108-11e9-a0dc-005056010096",NA,NA,"PNP",NA,NA,"Ursus arctos Linnaeus, 1758",NA,NA,NA,NA,NA,NA,"60826","DEMOULIN JEROME (PNP)",NA,"Non renseigné (Non renseigné)",NA,NA,NA,NA,"8c33b44c-f108-11e9-a0dc-005056010096","POINT (-0.45425954 42.87641621)","Probable, high degree of reliability","Ursus arctos Linnaeus, 1758","630EA612-B3CB-42E2-E053-2614A8C0CF63","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2580685043","Ursus arctos Linnaeus, 1758",42.85145,-0.53365,"gass84,fpwktinv","c6d289cc-62ee-46e1-9367-515092eed533","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-11-22T17:47:46.377+00:00","2022-01-29T21:51:37.401+00:00",82,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2433433,1,44,359,732,9681,2433406,2433433,2433433,"Ursus arctos Linnaeus, 1758","Animalia","Chordata","Carnivora","Ursidae","Ursus","Ursus arctos","Ursus","arctos","SPECIES","ACCEPTED","LC",10,NA,NA,2013,9,14,"2013-09-14T00:00:00","2020-01-27T00:00:00.000+00:00","2022-01-29T21:51:37.401+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,FALSE,"WGS84","Mammalia","FR","none","none","France",NA,"98ff4592-f108-11e9-a0dc-005056010096",NA,NA,NA,"64","64542|Urdos",NA,"2580685043",NA,NA,"98ff4592-f108-11e9-a0dc-005056010096",NA,NA,"PNP",NA,NA,"Ursus arctos Linnaeus, 1758",NA,NA,NA,NA,NA,NA,"60826","MELET DIDIER (PNP)",NA,"Non renseigné (Non renseigné)",NA,NA,NA,NA,"98ff4592-f108-11e9-a0dc-005056010096","POINT (-0.53364733 42.85144588)","Probable, high degree of reliability","Ursus arctos Linnaeus, 1758","630EA612-B3CB-42E2-E053-2614A8C0CF63","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2580979190","Ursus arctos Linnaeus, 1758",42.94492,-0.47947,"gass84,fpwktinv","c6d289cc-62ee-46e1-9367-515092eed533","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-11-22T17:47:46.377+00:00","2022-01-29T21:51:37.141+00:00",82,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2433433,1,44,359,732,9681,2433406,2433433,2433433,"Ursus arctos Linnaeus, 1758","Animalia","Chordata","Carnivora","Ursidae","Ursus","Ursus arctos","Ursus","arctos","SPECIES","ACCEPTED","LC",10,NA,NA,2013,10,15,"2013-10-15T00:00:00","2020-01-27T00:00:00.000+00:00","2022-01-29T21:51:37.141+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,FALSE,"WGS84","Mammalia","FR","none","none","France",NA,"945cf188-f108-11e9-a0dc-005056010096",NA,NA,NA,"64","64320|Laruns",NA,"2580979190",NA,NA,"945cf188-f108-11e9-a0dc-005056010096",NA,NA,"PNP",NA,NA,"Ursus arctos Linnaeus, 1758",NA,NA,NA,NA,NA,NA,"60826","DEMOULIN JEROME &amp, SOUBIELLE FRANCOIS (PNP)",NA,"Non renseigné (Non renseigné)",NA,NA,NA,NA,"945cf188-f108-11e9-a0dc-005056010096","POINT (-0.47947283 42.94491548)","Probable, high degree of reliability","Ursus arctos Linnaeus, 1758","630EA612-B3CB-42E2-E053-2614A8C0CF63","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2469546005","Ursus arctos Linnaeus, 1758",42.83063,0.73948,"gass84","5e6b1784-7ade-4542-a61f-8adf9bfb0b7b","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-11-22T11:13:57.390+00:00","2022-01-29T10:55:14.053+00:00",67,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2433433,1,44,359,732,9681,2433406,2433433,2433433,"Ursus arctos Linnaeus, 1758","Animalia","Chordata","Carnivora","Ursidae","Ursus","Ursus arctos","Ursus","arctos","SPECIES","ACCEPTED","LC",5000,NA,NA,2013,11,9,"2013-11-09T00:00:00","2019-10-31T00:00:00.000+00:00","2022-01-29T10:55:14.053+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,FALSE,"WGS84","Mammalia","FR","none","none","France",NA,"b0f60a80-6295-11e8-abf6-005056010096","Location information not given precisely : sensitive taxon","Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public » en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP communication rules",NA,"31",NA,NA,"2469546005",NA,NA,"b0f60a80-6295-11e8-abf6-005056010096",NA,NA,"Nature Midi-Pyrénées",NA,NA,"Ursus arctos Linnaeus, 1758",NA,NA,NA,NA,NA,NA,"60826","DELMAS Norbert (INDEPENDANT)",NA,"Non renseigné (Non renseigné)",NA,NA,NA,NA,"b0f60a80-6295-11e8-abf6-005056010096",NA,"Probable, high degree of reliability","Ursus arctos","6C62C6AA-28FE-5AE0-E053-2614A8C0C021","TAXREF v12","Data isn’t the original geo referenced one, but attached to the nearest 10x10 km grid cell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2580747679","Ursus arctos Linnaeus, 1758",42.90221,-0.54261,"gass84,fpwktinv","c6d289cc-62ee-46e1-9367-515092eed533","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-11-22T17:47:46.377+00:00","2022-01-29T21:51:30.779+00:00",82,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2433433,1,44,359,732,9681,2433406,2433433,2433433,"Ursus arctos Linnaeus, 1758","Animalia","Chordata","Carnivora","Ursidae","Ursus","Ursus arctos","Ursus","arctos","SPECIES","ACCEPTED","LC",100,NA,NA,2013,11,2,"2013-11-02T00:00:00","2020-01-27T00:00:00.000+00:00","2022-01-29T21:51:30.779+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,FALSE,"WGS84","Mammalia","FR","none","none","France",NA,"98fba748-f108-11e9-a0dc-005056010096",NA,NA,NA,"64","64223|Etsaut",NA,"2580747679",NA,NA,"98fba748-f108-11e9-a0dc-005056010096",NA,NA,"PNP",NA,NA,"Ursus arctos Linnaeus, 1758",NA,NA,NA,NA,NA,NA,"60826","DEMOULIN JEROME (PNP)",NA,"Non renseigné (Non renseigné)",NA,NA,NA,NA,"98fba748-f108-11e9-a0dc-005056010096","POINT (-0.54261483 42.90221022)","Probable, high degree of reliability","Ursus arctos Linnaeus, 1758","630EA612-B3CB-42E2-E053-2614A8C0CF63","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2580725014","Ursus arctos Linnaeus, 1758",42.89907,-0.1199,"gass84","c6d289cc-62ee-46e1-9367-515092eed533","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-11-22T17:47:46.377+00:00","2022-01-29T21:51:34.508+00:00",82,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2433433,1,44,359,732,9681,2433406,2433433,2433433,"Ursus arctos Linnaeus, 1758","Animalia","Chordata","Carnivora","Ursidae","Ursus","Ursus arctos","Ursus","arctos","SPECIES","ACCEPTED","LC",5000,NA,NA,2013,12,3,"2013-12-03T00:00:00","2020-01-27T00:00:00.000+00:00","2022-01-29T21:51:34.508+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,FALSE,"WGS84","Mammalia","FR","none","none","France",NA,"15c9fa1e-f10d-11e9-a0dc-005056010096","Location information not given precisely : sensitive taxon","Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public » en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP communication rules",NA,"65",NA,NA,"2580725014",NA,NA,"15c9fa1e-f10d-11e9-a0dc-005056010096",NA,NA,"PNP",NA,NA,"Ursus arctos Linnaeus, 1758",NA,NA,NA,NA,NA,NA,"60826","LAFFEUILLADE NICOLAS (PNP)",NA,"Non renseigné (Non renseigné)",NA,NA,NA,NA,"15c9fa1e-f10d-11e9-a0dc-005056010096",NA,"Probable, high degree of reliability","Ursus arctos Linnaeus, 1758","630EA612-B3CB-42E2-E053-2614A8C0CF63","TAXREF v12","Data isn’t the original geo referenced one, but attached to the nearest 10x10 km grid cell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2614811301","Ursus arctos Linnaeus, 1758",42.91216,0.36909,"gass84","0ab6b759-8002-44dd-8dc7-85f3c48f9b25","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-11-21T04:45:25.488+00:00","2022-01-29T09:13:22.504+00:00",24,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2433433,1,44,359,732,9681,2433406,2433433,2433433,"Ursus arctos Linnaeus, 1758","Animalia","Chordata","Carnivora","Ursidae","Ursus","Ursus arctos","Ursus","arctos","SPECIES","ACCEPTED","LC",5000,NA,NA,2012,1,1,"2012-01-01T00:00:00","2020-05-09T00:00:00.000+00:00","2022-01-29T09:13:22.504+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,FALSE,"WGS84","Mammalia","FR","none","none","France",NA,"0ec2847e-c6ba-4be3-a039-f04988c6db56_10kmL93E048N620","Location information not given precisely : sensitive taxon","Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public » en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP communication rules",NA,"65",NA,NA,"2614811301",NA,NA,"0ec2847e-c6ba-4be3-a039-f04988c6db56_10kmL93E048N620",NA,NA,"ONCFS",NA,NA,"Ursus arctos Linnaeus, 1758",NA,NA,NA,NA,NA,NA,"60826","Non renseigné (ONCFS)",NA,"Non renseigné (Non renseigné)",NA,NA,NA,NA,"0ec2847e-c6ba-4be3-a039-f04988c6db56",NA,"Probable, high degree of reliability","Ursus arctos , Linnaeus, 1758","58AAFF54-8F39-050F-E053-2614A8C0870D","TAXREF v12","Data isn’t the original geo referenced one, but attached to the nearest 10x10 km grid cell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2614811302","Ursus arctos Linnaeus, 1758",42.82229,0.37316,"gass84","0ab6b759-8002-44dd-8dc7-85f3c48f9b25","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-11-21T04:45:25.488+00:00","2022-01-29T09:13:22.505+00:00",24,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2433433,1,44,359,732,9681,2433406,2433433,2433433,"Ursus arctos Linnaeus, 1758","Animalia","Chordata","Carnivora","Ursidae","Ursus","Ursus arctos","Ursus","arctos","SPECIES","ACCEPTED","LC",5000,NA,NA,2012,1,1,"2012-01-01T00:00:00","2020-05-09T00:00:00.000+00:00","2022-01-29T09:13:22.505+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,FALSE,"WGS84","Mammalia","FR","none","none","France",NA,"62daa525-be0e-47fc-8e3a-4ea6b35610a0_10kmL93E048N619","Location information not given precisely : sensitive taxon","Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public » en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP communication rules",NA,"65",NA,NA,"2614811302",NA,NA,"62daa525-be0e-47fc-8e3a-4ea6b35610a0_10kmL93E048N619",NA,NA,"ONCFS",NA,NA,"Ursus arctos Linnaeus, 1758",NA,NA,NA,NA,NA,NA,"60826","Non renseigné (ONCFS)",NA,"Non renseigné (Non renseigné)",NA,NA,NA,NA,"62daa525-be0e-47fc-8e3a-4ea6b35610a0",NA,"Probable, high degree of reliability","Ursus arctos , Linnaeus, 1758","58AAFF54-8F39-050F-E053-2614A8C0870D","TAXREF v12","Data isn’t the original geo referenced one, but attached to the nearest 10x10 km grid cell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2614811303","Ursus arctos Linnaeus, 1758",42.91787,0.61367,"gass84","0ab6b759-8002-44dd-8dc7-85f3c48f9b25","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-11-21T04:45:25.488+00:00","2022-01-29T09:13:22.506+00:00",24,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2433433,1,44,359,732,9681,2433406,2433433,2433433,"Ursus arctos Linnaeus, 1758","Animalia","Chordata","Carnivora","Ursidae","Ursus","Ursus arctos","Ursus","arctos","SPECIES","ACCEPTED","LC",5000,NA,NA,2012,1,1,"2012-01-01T00:00:00","2020-05-09T00:00:00.000+00:00","2022-01-29T09:13:22.506+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,FALSE,"WGS84","Mammalia","FR","none","none","France",NA,"9da5da33-2696-4701-b251-246dda042c7d_10kmL93E050N620","Location information not given precisely : sensitive taxon","Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public » en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP communication rules",NA,"31",NA,NA,"2614811303",NA,NA,"9da5da33-2696-4701-b251-246dda042c7d_10kmL93E050N620",NA,NA,"ONCFS",NA,NA,"Ursus arctos Linnaeus, 1758",NA,NA,NA,NA,NA,NA,"60826","Non renseigné (ONCFS)",NA,"Non renseigné (Non renseigné)",NA,NA,NA,NA,"9da5da33-2696-4701-b251-246dda042c7d",NA,"Probable, high degree of reliability","Ursus arctos , Linnaeus, 1758","58AAFF54-8F39-050F-E053-2614A8C0870D","TAXREF v12","Data isn’t the original geo referenced one, but attached to the nearest 10x10 km grid cell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2614811304","Ursus arctos Linnaeus, 1758",42.72284,0.01159,"gass84","0ab6b759-8002-44dd-8dc7-85f3c48f9b25","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-11-21T04:45:25.488+00:00","2022-01-29T09:13:22.506+00:00",24,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2433433,1,44,359,732,9681,2433406,2433433,2433433,"Ursus arctos Linnaeus, 1758","Animalia","Chordata","Carnivora","Ursidae","Ursus","Ursus arctos","Ursus","arctos","SPECIES","ACCEPTED","LC",5000,NA,NA,2012,1,1,"2012-01-01T00:00:00","2020-05-09T00:00:00.000+00:00","2022-01-29T09:13:22.506+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,FALSE,"WGS84","Mammalia","FR","none","none","France",NA,"bb4d61f9-be8c-4397-a41e-6b03dd3d605b_10kmL93E045N618","Location information not given precisely : sensitive taxon","Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public » en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP communication rules",NA,"65",NA,NA,"2614811304",NA,NA,"bb4d61f9-be8c-4397-a41e-6b03dd3d605b_10kmL93E045N618",NA,NA,"ONCFS",NA,NA,"Ursus arctos Linnaeus, 1758",NA,NA,NA,NA,NA,NA,"60826","Non renseigné (ONCFS)",NA,"Non renseigné (Non renseigné)",NA,NA,NA,NA,"bb4d61f9-be8c-4397-a41e-6b03dd3d605b",NA,"Probable, high degree of reliability","Ursus arctos , Linnaeus, 1758","58AAFF54-8F39-050F-E053-2614A8C0870D","TAXREF v12","Data isn’t the original geo referenced one, but attached to the nearest 10x10 km grid cell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2614811305","Ursus arctos Linnaeus, 1758",42.96507,-0.8589,"gass84","0ab6b759-8002-44dd-8dc7-85f3c48f9b25","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-11-21T04:45:25.488+00:00","2022-01-29T09:13:22.507+00:00",24,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2433433,1,44,359,732,9681,2433406,2433433,2433433,"Ursus arctos Linnaeus, 1758","Animalia","Chordata","Carnivora","Ursidae","Ursus","Ursus arctos","Ursus","arctos","SPECIES","ACCEPTED","LC",5000,NA,NA,2012,1,1,"2012-01-01T00:00:00","2020-05-09T00:00:00.000+00:00","2022-01-29T09:13:22.507+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,FALSE,"WGS84","Mammalia","FR","none","none","France",NA,"714c89d8-ef91-472f-a80f-57060201dc01_10kmL93E038N621",NA,NA,NA,"64",NA,NA,"2614811305",NA,NA,"714c89d8-ef91-472f-a80f-57060201dc01_10kmL93E038N621",NA,NA,"ONCFS",NA,NA,"Ursus arctos Linnaeus, 1758",NA,NA,NA,NA,NA,NA,"60826","Non renseigné (ONCFS)",NA,"Non renseigné (Non renseigné)",NA,NA,NA,NA,"714c89d8-ef91-472f-a80f-57060201dc01",NA,"Probable, high degree of reliability","Ursus arctos , Linnaeus, 1758","58AAFF54-8F39-050F-E053-2614A8C0870D","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2614811306","Ursus arctos Linnaeus, 1758",42.91509,0.49138,"gass84","0ab6b759-8002-44dd-8dc7-85f3c48f9b25","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-11-21T04:45:25.488+00:00","2022-01-29T09:13:22.507+00:00",24,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2433433,1,44,359,732,9681,2433406,2433433,2433433,"Ursus arctos Linnaeus, 1758","Animalia","Chordata","Carnivora","Ursidae","Ursus","Ursus arctos","Ursus","arctos","SPECIES","ACCEPTED","LC",5000,NA,NA,2012,1,1,"2012-01-01T00:00:00","2020-05-09T00:00:00.000+00:00","2022-01-29T09:13:22.507+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,FALSE,"WGS84","Mammalia","FR","none","none","France",NA,"502d649e-0a10-42d1-ad8c-dcf3909f4ffc_10kmL93E049N620","Location information not given precisely : sensitive taxon","Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public » en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP communication rules",NA,"65",NA,NA,"2614811306",NA,NA,"502d649e-0a10-42d1-ad8c-dcf3909f4ffc_10kmL93E049N620",NA,NA,"ONCFS",NA,NA,"Ursus arctos Linnaeus, 1758",NA,NA,NA,NA,NA,NA,"60826","Non renseigné (ONCFS)",NA,"Non renseigné (Non renseigné)",NA,NA,NA,NA,"502d649e-0a10-42d1-ad8c-dcf3909f4ffc",NA,"Probable, high degree of reliability","Ursus arctos , Linnaeus, 1758","58AAFF54-8F39-050F-E053-2614A8C0870D","TAXREF v12","Data isn’t the original geo referenced one, but attached to the nearest 10x10 km grid cell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2614811307","Ursus arctos Linnaeus, 1758",43.01042,0.73246,"gass84","0ab6b759-8002-44dd-8dc7-85f3c48f9b25","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-11-21T04:45:25.488+00:00","2022-01-29T09:13:22.508+00:00",24,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2433433,1,44,359,732,9681,2433406,2433433,2433433,"Ursus arctos Linnaeus, 1758","Animalia","Chordata","Carnivora","Ursidae","Ursus","Ursus arctos","Ursus","arctos","SPECIES","ACCEPTED","LC",5000,NA,NA,2012,1,1,"2012-01-01T00:00:00","2020-05-09T00:00:00.000+00:00","2022-01-29T09:13:22.508+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,FALSE,"WGS84","Mammalia","FR","none","none","France",NA,"8a3a8106-adea-443d-8a8c-c8f95870b2f6_10kmL93E051N621","Location information not given precisely : sensitive taxon","Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public » en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP communication rules",NA,"31",NA,NA,"2614811307",NA,NA,"8a3a8106-adea-443d-8a8c-c8f95870b2f6_10kmL93E051N621",NA,NA,"ONCFS",NA,NA,"Ursus arctos Linnaeus, 1758",NA,NA,NA,NA,NA,NA,"60826","Non renseigné (ONCFS)",NA,"Non renseigné (Non renseigné)",NA,NA,NA,NA,"8a3a8106-adea-443d-8a8c-c8f95870b2f6",NA,"Probable, high degree of reliability","Ursus arctos , Linnaeus, 1758","58AAFF54-8F39-050F-E053-2614A8C0870D","TAXREF v12","Data isn’t the original geo referenced one, but attached to the nearest 10x10 km grid cell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2614811308","Ursus arctos Linnaeus, 1758",42.98153,-0.36952,"gass84","0ab6b759-8002-44dd-8dc7-85f3c48f9b25","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2021-11-21T04:45:25.488+00:00","2022-01-29T09:13:22.509+00:00",24,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2433433,1,44,359,732,9681,2433406,2433433,2433433,"Ursus arctos Linnaeus, 1758","Animalia","Chordata","Carnivora","Ursidae","Ursus","Ursus arctos","Ursus","arctos","SPECIES","ACCEPTED","LC",5000,NA,NA,2012,1,1,"2012-01-01T00:00:00","2020-05-09T00:00:00.000+00:00","2022-01-29T09:13:22.509+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none",FALSE,FALSE,"WGS84","Mammalia","FR","none","none","France",NA,"577facb4-522c-4a2f-9746-7b4adc791de9_10kmL93E042N621",NA,NA,NA,"64",NA,NA,"2614811308",NA,NA,"577facb4-522c-4a2f-9746-7b4adc791de9_10kmL93E042N621",NA,NA,"ONCFS",NA,NA,"Ursus arctos Linnaeus, 1758",NA,NA,NA,NA,NA,NA,"60826","Non renseigné (ONCFS)",NA,"Non renseigné (Non renseigné)",NA,NA,NA,NA,"577facb4-522c-4a2f-9746-7b4adc791de9",NA,"Probable, high degree of reliability","Ursus arctos , Linnaeus, 1758","58AAFF54-8F39-050F-E053-2614A8C0870D","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
