x,y,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,f_artifical,f_bare,f_cropland,f_highveg,f_lowveg,dem,tcb.sos,tcg.sos,tcw.sos,tcb.pos,tcg.pos,tcw.pos,tcb.eos,tcg.eos,tcw.eos,ursus_arctos
4495000,3855000,62.06349182128906,62.97222137451172,247.5753936767578,6531.8251953125,200.78968811035156,-53.599205017089844,254.35714721679688,37.873016357421875,25.64285659790039,153.26190185546875,-23.61111068725586,933.12701416015625,102.0793685913086,52.162696838378906,22.436508178710938,302.45635986328125,164.88491821289062,253.82936096191406,186.0753936767578,109,0,4,696,125,237,2073,807,-828,2454,1487,-659,1723,951,-446,0
4535000,3855000,55.162498474121094,67,255.99583435058594,6631.53759765625,198.73333740234375,-63.15416717529297,261.8708190917969,31.491666793823242,-8.504166603088379,147.4875030517578,-31.637500762939453,828.2874755859375,87.23332977294922,44.516666412353516,22.579166412353516,259.42498779296875,143.70416259765625,243.46665954589844,154.40415954589844,0,0,2,776,204,332,2250,881,-861,2520,1598,-686,1760,1057,-498,0
4555000,3855000,59.170833587646484,68,255.96665954589844,6688.4375,204.24583435058594,-59.912498474121094,264.1166687011719,129.13333129882812,-11.166666984558105,152.2708282470703,-28.262500762939453,735.683349609375,80.48750305175781,38.77083206176758,23.024999618530273,229.76666259765625,124.92082977294922,226.69166564941406,133.00833129882812,1,0,2,870,119,256,2216,930,-823,2489,1457,-706,1768,1051,-494,0
5085000,3855000,63.97285079956055,50.00904846191406,189.28506469726562,7286.841796875,203.08596801757812,-61.15837097167969,264.29864501953125,166.81900024414062,-17.565610885620117,166.81900024414062,-34.34841537475586,661.15386962890625,78.90950012207031,29.846153259277344,30.62895965576172,234.96832275390625,97.0135726928711,234.96832275390625,102.24887084960938,5,3,204,527,256,124,2841,773,-1309,3103,2047,-729,2611,1213,-915,0
5185000,3855000,68.8697509765625,55.49159622192383,196.95797729492188,7745.25634765625,217.8865509033203,-63.88655471801758,281.7773132324219,175.1134490966797,-14.840335845947266,175.1134490966797,-36.1008415222168,633.5419921875,76.9916000366211,29.525209426879883,30.945377349853516,222.44537353515625,90.567230224609375,222.44537353515625,96.06302642822266,48,1,5,700,79,10,2150,635,-954,2332,1168,-688,1855,906,-533,0
5255000,3855000,59.83654022216797,63,212.55288696289062,7998.5576171875,217.5048065185547,-78.97595977783203,296.4903869628906,167.02883911132812,-48.533653259277344,168.07691955566406,-48.77404022216797,712.0096435546875,84.53845977783203,30.947114944458008,29.375,252.34616088867188,104.97595977783203,233.86538696289062,104.98558044433594,0,1,10,670,317,138,3117,715,-1357,3300,2338,-820,2722,1306,-971,0
5295000,3855000,58.18095397949219,64.80476379394531,214.1809539794922,8127.70947265625,218.61428833007812,-82.79523468017578,301.4142761230469,166.1857147216797,-27.5,168.40475463867188,-52.05714416503906,677.13336181640625,79.75238037109375,32.79047775268555,26.33333396911621,235.88095092773438,106.39047241210938,216.6952362060547,108.17619323730469,5,4,9,652,319,158,2694,615,-1214,3009,2137,-743,2410,1245,-722,0
5385000,3855000,58.89523696899414,65,210.46189880371094,8341.619140625,221.3190460205078,-85.46666717529297,306.9857177734375,171.86666870117188,-26.176191329956055,171.86666870117188,-54.57143020629883,595.0618896484375,75.5142822265625,28.709524154663086,30.171428680419922,216.87142944335938,90.32857513427734,216.87142944335938,92.4000015258789,1,0,172,425,367,144,3071,644,-1508,3141,2132,-772,2545,1147,-857,0
3415000,3845000,74.160003662109375,47.746665954589844,305.85333251953125,3873.315673828125,160.64443969726562,4.453333377838135,156.20443725585938,26.46666717529297,87.13777923583984,130.25778198242188,26.46666717529297,1892.0711669921875,230.9022216796875,89.29777526855469,31.262222290039062,675.324462890625,279.67999267578125,355.12445068359375,675.324462890625,1,62,0,339,598,330,3060,996,-983,3007,1770,-962,2342,1190,-626,0
3445000,3845000,61.13199996948242,52.95600128173828,319.2359924316406,4020.89990234375,153.77999877929688,-12.227999687194824,165.95599365234375,11.251999855041504,94.772003173828125,119.27200317382812,11.251999855041504,1299.7159423828125,169.0399932861328,65.62000274658203,32.04800033569336,485.8399963378906,202.23199462890625,237.8040008544922,485.8399963378906,0,9,0,71,850,524,2988,747,-1239,2845,1367,-1165,2153,908,-775,0
4445000,3845000,75.05833435058594,47.858333587646484,208.65834045410156,6269.3623046875,198.66250610351562,-30.674999237060547,229.34584045410156,55.454166412353516,44.39583206176758,163.6999969482422,-7.125,862.86248779296875,93.1875,46.06666564941406,23.308332443237305,277.3208312988281,146.0208282470703,246.30833435058594,167.7291717529297,325,0,2,527,66,88,2466,660,-1056,2639,1317,-831,2037,903,-682,0
4515000,3845000,63.25833511352539,65.30000305175781,252.41250610351562,6590.3125,204.5833282470703,-54.037498474121094,258.6333312988281,38.42499923706055,12.216666221618652,155.1374969482422,-23.125,907.29583740234375,96.80000305175781,50.72083282470703,22.10416603088379,289.375,159.4499969482422,258.25,177.26666259765625,1,0,3,711,125,196,2103,720,-780,2372,1455,-587,1666,958,-433,0
4605000,3845000,57.150001525878906,66,251.86923217773438,6672.29248046875,201.87692260742188,-60.346153259277344,262.1653747558594,140.13461303710938,-15.315384864807129,150.59230041503906,-29.80384635925293,666.43463134765625,72.47692108154297,33.47307586669922,22.826923370361328,215.03846740722656,114.33846282958984,214.39999389648438,116.27307891845703,62,1,13,663,184,298,2340,781,-898,2540,1473,-695,1836,1072,-542,0
4625000,3845000,61.525001525878906,64.5250015258789,247.5416717529297,6668.6708984375,205.59584045410156,-54.99583435058594,260.5833435058594,155.375,-11.550000190734863,155.375,-25.15416717529297,638.57086181640625,73,31.679166793823242,23.45833396911621,208.25,108.89583587646484,208.25,110.62083435058594,1,0,48,639,182,229,2511,826,-990,2676,1626,-690,2025,1148,-591,0
4705000,3845000,73.09716796875,42.578948974609375,185.1862335205078,6454,199.84210205078125,-30.00809669494629,229.8866424560547,162.41294860839844,3.595141649246216,167.72874450683594,-8.971659660339355,595.32794189453125,68.85020446777344,32.23481750488281,22.37651824951172,191.32794189453125,99.96356201171875,188.1700439453125,112.64372253417969,0,0,3,870,61,52,2080,807,-871,2437,1471,-701,1939,1052,-464,0
4825000,3845000,74.83805847167969,16,84.57489776611328,6079.20263671875,177.39271545410156,-11.680161476135254,189,58.5829963684082,66.82591247558594,168.5749053955078,0.12145748734474182,534.03643798828125,60.34008026123047,28.149797439575195,25.65182113647461,173.3076934814453,89.77327728271484,152.242919921875,114.53441619873047,2,0,327,429,241,33,2931,964,-1207,3209,1487,-1081,2660,1083,-920,0
5065000,3845000,68.20362091064453,52.43891525268555,197.29864501953125,7255.7509765625,208.46153259277344,-57.1266975402832,265.6063232421875,170.55203247070312,-12.656108856201172,170.55203247070312,-29.678733825683594,659.09051513671875,79.46154022216797,29.846153259277344,30.90045166015625,233.09954833984375,97.57466125488281,233.09954833984375,102.70587921142578,0,0,23,850,101,57,2064,758,-811,2480,1523,-560,1807,1038,-473,0
5115000,3845000,67.28150939941406,53.554622650146484,196.7100830078125,7454.82373046875,210.73529052734375,-61.46218490600586,272.2226867675781,171.2941131591797,-15.273109436035156,171.2941131591797,-33.67647171020508,620.84033203125,75.13445281982422,26.672269821166992,31.445377349853516,224.89076232910156,87.63865661621094,224.89076232910156,90.66386413574219,3,1,48,741,195,55,2471,812,-1018,2759,1831,-661,2165,1160,-635,0
5335000,3845000,62,65,213,8253.43359375,223.98095703125,-80.93809509277344,304.9285583496094,171,-44.72380828857422,173.87619018554688,-50,616.0047607421875,75.0047607421875,29.22381019592285,29.27618980407715,218.0142822265625,93.75714111328125,215.8000030517578,93.94761657714844,2,0,375,318,305,103,3430,678,-1731,3517,2153,-971,3087,1115,-1304,0
3385000,3835000,74.98706817626953,40.27155303955078,283.60345458984375,3653.435302734375,152.74569702148438,10.857758522033691,141.89224243164062,32.11637878417969,95.5862045288086,128.05172729492188,30.07327651977539,2249.491455078125,259.7198181152344,110.80172729492188,30.11206817626953,773.80169677734375,339.3577575683594,446.0862121582031,615.61639404296875,0,0,0,9,926,260,3807,689,-1933,3337,1401,-1540,2614,904,-898,0
3475000,3835000,53.55555725097656,53.39555740356445,317.8355407714844,4065.586669921875,147.99110412597656,-20.035554885864258,168.01333618164062,3.0888888835906982,64.83555603027344,112.55110931396484,3.0888888835906982,1154.7911376953125,144.40444946289062,53.58222198486328,28.51555633544922,415.9377746582031,198.04444885253906,244.8844451904297,415.9377746582031,0,5,0,0,995,611,3260,919,-1526,3158,1476,-1406,2758,1292,-1092,0
3505000,3835000,51.88399887084961,50.007999420166016,307.02398681640625,3998.31591796875,143.8040008544922,-19.09600067138672,162.89199829101562,2.680000066757202,31.360000610351562,110.43199920654297,2.680000066757202,873.5679931640625,99.56800079345703,51.79600143432617,18.58799934387207,282.9079895019531,171.28399658203125,204.77200317382812,282.9079895019531,0,2,0,3,995,606,3091,804,-1294,2894,1430,-1337,2016,1031,-744,0
4495000,3835000,67.82499694824219,61.724998474121094,244.7708282470703,6509.08740234375,205.09584045410156,-47.0625,252.2083282470703,43.9375,39.27083206176758,158.85000610351562,-17.566667556762695,906.629150390625,99.87083435058594,50.579166412353516,22.704166412353516,293.79583740234375,157.59584045410156,250.2375030517578,180.3625030517578,4,0,0,835,79,140,1882,881,-670,2259,1318,-555,1506,1012,-300,0
4645000,3835000,61.76315689086914,62.14912414550781,242.2280731201172,6612.14013671875,203.65350341796875,-52.75438690185547,256.4385986328125,153.30262756347656,-8.98245620727539,155.38157653808594,-23.986841201782227,634.28948974609375,79.53070068359375,32.50877380371094,25.171052932739258,219.6491241455078,104.89473724365234,216.67105102539062,110.09210205078125,0,0,4,822,110,239,2110,903,-782,2344,1533,-551,1758,1050,-400,0
5035000,3835000,70.3212661743164,50.75113296508789,196.21719360351562,7091.21728515625,207.35293579101562,-51.235294342041016,258.601806640625,139.96380615234375,-8.638009071350098,171.2217254638672,-24.77828025817871,666.1312255859375,80.3438949584961,29.760181427001953,32.054298400878906,234,98.56561279296875,226.08596801757812,103.68325805664062,1,1,84,703,178,33,2407,775,-1069,2574,1568,-681,2102,1043,-688,0
5085000,3835000,66.85294342041016,56.21428680419922,205.88235473632812,7383.8359375,211.1932830810547,-61.66386413574219,272.9117736816406,169.9705810546875,-14.701681137084961,169.9705810546875,-32.983192443847656,637.9285888671875,76.21428680419922,29.063024520874023,30.218486785888672,227.6932830810547,94.5083999633789,227.6932830810547,98.86554718017578,1,0,276,449,273,77,3136,815,-1486,3271,1788,-841,2793,1247,-1065,0
5135000,3835000,70.03167724609375,55.61538314819336,200.94569396972656,7562.08154296875,216.28054809570312,-60.44343948364258,276.6651611328125,174.83709716796875,-12.574660301208496,174.83709716796875,-32.20362091064453,609.64251708984375,75.1855239868164,26.520362854003906,31.484163284301758,223.0407257080078,85.5882339477539,223.0407257080078,88.82353210449219,2,0,34,775,174,13,2064,817,-804,2525,1476,-718,1937,1065,-573,0
5165000,3835000,69.92436981201172,55.8991584777832,200.02520751953125,7670.970703125,217.91175842285156,-61.53781509399414,279.4033508300781,175.579833984375,-13.03781509399414,175.579833984375,-33.81512451171875,617.8109130859375,75.91596984863281,28.571428298950195,30.978992462158203,221.04202270507812,88.35294342041016,221.04202270507812,93.07563018798828,18,0,76,471,419,11,2497,810,-1180,2917,1451,-1046,2218,1090,-801,0
5375000,3835000,58.85238265991211,65,211.96189880371094,8307.84765625,220.91429138183594,-84.880950927734375,305.8523864746094,171.1952362060547,-26.571428298950195,171.1952362060547,-54.02857208251953,602.62860107421875,75.43333435058594,29.299999237060547,30.042856216430664,219.03334045410156,92.44285583496094,219.03334045410156,94.20952606201172,44,1,54,446,443,163,3173,600,-1597,3248,2125,-894,2694,1180,-941,0
3335000,3825000,87.106597900390625,27.583755493164062,235.24365234375,3250.507568359375,149.5736083984375,32.451778411865234,117.09136962890625,82.52284240722656,88.24873352050781,134.8172607421875,46.80202865600586,2003.19287109375,231.5482177734375,98.14213562011719,29.75126838684082,678.36041259765625,300.2334899902344,431.78680419921875,495.94415283203125,0,0,0,51,777,117,3254,838,-1457,2973,1476,-912,2624,952,-900,0
3425000,3825000,66.5,51.33796310424805,315.3611145019531,3977.25,157.13888549804688,-5.712963104248047,162.86111450195312,17.18055534362793,92.236114501953125,123.95370483398438,17.18055534362793,2000.0185546875,263.8842468261719,95.94444274902344,33.49074172973633,754.21295166015625,293.5601806640625,357.2962951660156,754.21295166015625,0,0,0,1,926,445,3851,841,-1666,3305,1493,-1446,2863,1216,-1002,0
3545000,3825000,73.22916412353516,43.89583206176758,287.4458312988281,3849.05419921875,159.5208282470703,6.883333206176758,152.6458282470703,54.96666717529297,55.474998474121094,130.46249389648438,26.600000381469727,836.808349609375,87.6500015258789,56.07083511352539,14.658333778381348,252.375,175.08749389648438,207.125,220.1374969482422,0,0,1,21,978,330,3567,1146,-1693,3369,2065,-1145,2943,1670,-1055,0
4445000,3825000,77.9625015258789,43.87916564941406,196.49166870117188,6222.4873046875,197.92083740234375,-25.35416603088379,223.2916717529297,91.7249984741211,46.48749923706055,166.1125030517578,-3.512500047683716,806.52081298828125,86.43333435058594,43.09166717529297,23.133333206176758,257.8541564941406,140.3000030517578,233.86666870117188,153.46665954589844,87,0,83,527,292,46,2869,1002,-1272,3063,1774,-885,2501,1198,-824,0
4465000,3825000,74.00416564941406,51.962501525878906,220.04583740234375,6343.19580078125,201.62916564941406,-34.51250076293945,236.15834045410156,52.30416488647461,44.0625,163.29583740234375,-9.175000190734863,843.066650390625,93.41666412353516,43.212501525878906,24.200000762939453,274.7083435058594,146.0416717529297,239.7708282470703,156.0625,4,0,15,632,138,83,1635,658,-600,2035,1183,-499,1347,797,-332,0
4535000,3825000,62.0538444519043,66.47307586669922,255.60000610351562,6599.6806640625,204.42308044433594,-55.630767822265625,260.0653991699219,37.126922607421875,-6.099999904632568,154.08460998535156,-24.292306900024414,830.00384521484375,89.25384521484375,45.17307662963867,22.492307662963867,262.7730712890625,146.60000610351562,241.62692260742188,156.27691650390625,12,0,3,792,161,213,2103,828,-839,2493,1449,-733,1837,1092,-495,0
4555000,3825000,58.261539459228516,67.20384979248047,257.27691650390625,6626.28857421875,201.96923828125,-59.94230651855469,261.9038391113281,119.10384368896484,-11.665384292602539,150.55384826660156,-28.423076629638672,795.13848876953125,87.15384674072266,41.846153259277344,22.55384635925293,251.39999389648438,139.40769958496094,235.46923828125,144.7076873779297,0,0,0,895,74,273,2008,830,-776,2241,1352,-621,1672,995,-448,0
4615000,3825000,61.47307586669922,65.18077087402344,250.51153564453125,6643.50390625,205.38845825195312,-55.092308044433594,260.3961486816406,131.53076171875,-9.2384614944458,154.8384552001953,-24.884614944458008,656.51922607421875,72.26923370361328,33.988460540771484,22.157691955566406,208.7730712890625,114.234619140625,207.06153869628906,118.53845977783203,3,0,36,640,286,223,2438,892,-1000,2734,1610,-735,2102,1206,-606,0
4695000,3825000,71.79352569580078,44.882591247558594,193.61538696289062,6434.82177734375,199.8056640625,-31.96761131286621,231.7651824951172,162.74899291992188,2.384615421295166,165.76922607421875,-10.174089431762695,567.91094970703125,63.882591247558594,31.506072998046875,21,178.72470092773438,96.91497802734375,178.43319702148438,108.27125549316406,4,0,2,824,99,89,2119,792,-809,2386,1438,-665,1895,1049,-495,0
4845000,3825000,77.7961196899414,15.970873832702637,82.04854583740234,6083.74755859375,179.93203735351562,-9.029126167297363,189,63.95145797729492,73.9417495727539,171.4368896484375,2.6116504669189453,548.82525634765625,62.81553268432617,29.62135887145996,25.087379455566406,180.37864685058594,93.38835144042969,155.00970458984375,118.63106536865234,1,0,102,47,214,2,1336,208,-496,1322,440,-346,1170,243,-330,0
5215000,3825000,66.99553680419922,61.83035659790039,212.0625,7897.8349609375,221.99107360839844,-69.55803680419922,291.56695556640625,173.55357360839844,-36.24553680419922,173.57589721679688,-39.90625,634.3660888671875,78.25892639160156,28.834821701049805,29.26785659790039,220.72767639160156,94.78125,219.96875,94.94196319580078,4,0,4,791,129,54,1831,719,-682,2104,1326,-517,1662,904,-397,0
5275000,3825000,63.56696319580078,64,214.5,8077.71435546875,222.64732360839844,-76.05803680419922,298.77679443359375,171.19642639160156,-45.86160659790039,172.6875,-45.86160659790039,672.29461669921875,78.66517639160156,30.95089340209961,27.42410659790039,234.70535278320312,102.88392639160156,223.07142639160156,102.88392639160156,8,4,100,475,332,93,3018,688,-1402,3187,1937,-781,2572,1092,-897,0
5295000,3825000,62.86160659790039,64.3125,214.45089721679688,8135.28125,222.83482360839844,-77.69196319580078,300.6428527832031,170.91517639160156,-47.35714340209961,172.78125,-47.35714340209961,675.68304443359375,80.75446319580078,31.522321701049805,28.09375,239.8392791748047,103.93303680419922,225.92410278320312,103.93303680419922,6,0,348,363,262,106,3227,642,-1538,3314,1959,-865,2782,1036,-1042,0
5325000,3825000,62.69643020629883,65,214,8215.9326171875,223.88392639160156,-79.32588958740234,303.0446472167969,171.32589721679688,-45.78571319580078,173.8080291748047,-48.73214340209961,637.40625,75.84821319580078,30.21875,28.464284896850586,224.5,98.03571319580078,218.95982360839844,98.14286041259766,0,0,52,662,281,101,2314,828,-1037,2612,1745,-694,2112,1127,-648,0
5345000,3825000,61.06696319580078,65,213.375,8251.861328125,222.64732360839844,-81.51338958740234,304.12054443359375,171.92857360839844,-36.4375,172.63392639160156,-50.89731979370117,622.54461669921875,76.27232360839844,29.566965103149414,29.785715103149414,221.38839721679688,94.75446319580078,220.98660278320312,95.3125,0,0,105,382,513,127,3338,858,-1516,3333,2042,-1024,2933,1421,-1008,0
5415000,3825000,57.30476379394531,65,210.61428833007812,8379.1142578125,219.55238342285156,-87.22856903076172,306.9761962890625,170.43809509277344,-27.595237731933594,170.43809509277344,-56.56666564941406,629.71905517578125,77.5,31.928571701049805,28.457143783569336,226.1571502685547,99.490478515625,226.1571502685547,101.80000305175781,1,0,14,708,274,183,3022,596,-1524,3280,2379,-734,2436,1246,-822,0
5455000,3825000,59.862220764160156,65,209,8487.5595703125,223.04444885253906,-86.43111419677734,309.4666748046875,174.2177734375,-25.786666870117188,174.2177734375,-55.599998474121094,653.4444580078125,82.00444793701172,32.91999816894531,29.431110382080078,240.22222900390625,102.68000030517578,240.22222900390625,105.37333679199219,0,0,1,774,43,137,1714,648,-554,2223,1377,-458,1522,772,-306,0
3395000,3815000,73.78240966796875,44.125,294.84722900390625,3780.52783203125,156.2731475830078,6.685184955596924,149.5833282470703,27.421297073364258,85.88426208496094,128.5370330810547,27.324073791503906,2232.9443359375,270,104.16666412353516,30.703702926635742,789.96759033203125,322.78704833984375,436.2592468261719,686,0,3,1,51,921,320,3952,908,-1628,3442,1798,-1343,3193,1052,-1026,0
3445000,3815000,64.828704833984375,54.73147964477539,323.21295166015625,4073.273193359375,159.59722900390625,-9.620369911193848,169.26388549804688,14.18055534362793,101.41666412353516,123.62036895751953,14.18055534362793,1393.5509033203125,177.55555725097656,71.74536895751953,30.212963104248047,509.370361328125,225.12962341308594,255.61111450195312,509.370361328125,0,0,0,149,780,454,2846,885,-1123,2804,1516,-1076,2197,957,-653,0
3465000,3815000,67.486114501953125,55,322.2962951660156,4103.3427734375,163.49073791503906,-7.203703880310059,170.90740966796875,16.45833396911621,97.60648345947266,126.90740966796875,16.45833396911621,1035.1064453125,126.83333587646484,50.935184478759766,26.981481552124023,366.2361145019531,182.25,210.7129669189453,366.2361145019531,1,3,0,173,804,397,2851,885,-1237,3033,1836,-954,2359,1223,-658,0
3485000,3815000,73.14814758300781,53.76852035522461,317.34722900390625,4093.263916015625,168.76852416992188,-0.6018518805503845,169.47222900390625,22.41666603088379,53.41203689575195,132.75,22.41666603088379,967.870361328125,115.65740966796875,49.26852035522461,23.41666603088379,332.25,174.09722900390625,223.5416717529297,332.25,5,0,15,272,699,309,3008,1119,-1259,3229,2176,-909,2786,1725,-769,0
3505000,3815000,68.94166564941406,51.61666488647461,311.0708312988281,4044.466552734375,162.85833740234375,-3.070833444595337,165.97084045410156,19.0625,48.6875,128.1374969482422,19.0625,896.94586181640625,104.88749694824219,49.25416564941406,19.820833206176758,296.3833312988281,166.21249389648438,215.8333282470703,296.3833312988281,0,0,1,35,963,404,3597,1181,-1640,3321,2225,-1044,3124,1869,-1028,0
4315000,3815000,83.78787994384766,29.39826774597168,154.06060791015625,5705.98291015625,185.50216674804688,-5.28138542175293,190.79653930664062,107.8614730834961,50.20779037475586,166.16883850097656,9.653679847717285,687.532470703125,78.40259552001953,37.50216293334961,24.060606002807617,231.31602478027344,117.61471557617188,193.74891662597656,131.07359313964844,36,0,633,42,289,18,3342,1266,-1518,3545,1612,-1047,3161,1146,-1218,0
4335000,3815000,82.0952377319336,26.54978370666504,140.1082305908203,5769.6884765625,182.85714721679688,-6.562770366668701,189.49349975585938,106.57142639160156,47.75757598876953,165.43722534179688,7.311688423156738,688.337646484375,78.28138732910156,36.96536636352539,23.701297760009766,229.44155883789062,117.83982849121094,196.2900390625,129.22943115234375,14,0,475,198,313,46,3413,1122,-1651,3596,1854,-1146,3090,1303,-1171,0
4575000,3815000,63.17307662963867,67.05000305175781,256.7269287109375,6654.35400390625,207.71923828125,-54.93846130371094,262.71539306640625,143.2423095703125,-7.0423078536987305,156.04615783691406,-23.58461570739746,739.09613037109375,80.611541748046875,38.08076858520508,23.188461303710938,233.1923065185547,125.75,232.31153869628906,131.02691650390625,1,0,11,740,182,188,2343,920,-925,2588,1553,-736,1926,1213,-494,0
4665000,3815000,67.611541748046875,57.119232177734375,229.88461303710938,6531.64599609375,205.23846435546875,-43.1961555480957,248.4269256591797,157.99615478515625,-2.584615468978882,161.14999389648438,-16.649999618530273,586.00384521484375,74.56153869628906,31.05769157409668,25.24615478515625,204.2576904296875,94.5,199.5076904296875,105.20769500732422,1,0,12,829,97,158,2020,847,-728,2392,1483,-597,1767,981,-433,0
4825000,3815000,77.2244873046875,16,84.25305938720703,6053.2490234375,179.448974609375,-8.800000190734863,188,70.72245025634766,33.8979606628418,170.6693878173828,2.7224490642547607,526.07757568359375,57.75918197631836,28.53469467163086,23.67755126953125,166.4244842529297,90.95918273925781,151.09796142578125,112.32653045654297,3,0,361,294,310,16,3220,975,-1424,3366,1496,-1209,3043,1228,-1186,0
5105000,3815000,65.67411041259766,60.58035659790039,216.3482208251953,7505.73193359375,214.17857360839844,-65.75446319580078,279.96429443359375,169.0892791748047,-16.08035659790039,169.0892791748047,-35.95089340209961,615.19195556640625,75.09821319580078,27.991071701049805,30.098215103149414,222.6517791748047,89.79463958740234,222.6517791748047,93.70536041259766,0,0,264,473,255,108,2729,739,-1251,3109,1975,-656,2374,1132,-821,0
5155000,3815000,70.802520751953125,58.85293960571289,208.760498046875,7670.45361328125,220.63446044921875,-61.29411697387695,281.95379638671875,176.10084533691406,-11.806722640991211,176.10084533691406,-32.592437744140625,609.6302490234375,77.2479019165039,27.621849060058594,30.516807556152344,222.34033203125,88.59664154052734,222.34033203125,90.7016830444336,11,0,89,493,382,12,2934,708,-1320,3284,1932,-913,2665,1346,-960,0
5185000,3815000,69.79911041259766,59.8125,209.4375,7780.04931640625,221.71875,-64.12053680419922,285.8125,175.67410278320312,-14.290178298950195,175.67410278320312,-35.31696319580078,615.73663330078125,78.13838958740234,28.602678298950195,30.151784896850586,219.8080291748047,91.31696319580078,219.8080291748047,93.32142639160156,4,0,116,643,237,30,2618,766,-1214,3100,1895,-768,2480,1250,-881,0
5235000,3815000,66.23213958740234,63.5,215.35267639160156,7968.47314453125,223.25,-71.70088958740234,294.9285583496094,173.33482360839844,-41.62946319580078,173.64285278320312,-41.62946319580078,643.5,77.0625,28.95089340209961,28,220.10267639160156,96.25892639160156,218.88392639160156,96.25892639160156,3,2,8,864,84,67,2095,799,-874,2505,1592,-654,1856,951,-521,0
4475000,3805000,74.16666412353516,52.57936477661133,221.77777099609375,6356.84912109375,202.3253936767578,-34.75396728515625,237.0515899658203,53.492061614990234,44.07936477661133,163.7261962890625,-9.13888931274414,858.65478515625,93.07539367675781,44.845237731933594,24.039682388305664,276.5674743652344,148.95237731933594,249.38095092773438,159.51983642578125,4,0,102,591,221,88,2432,823,-1083,2765,1526,-754,2044,1158,-551,0
4505000,3805000,66.765380859375,61.67692184448242,245.73846435546875,6479.5537109375,203.31153869628906,-47.67692184448242,250.98846435546875,43.21154022216797,38.099998474121094,157.48077392578125,-18.269229888916016,959.13848876953125,103.70384979248047,54.015384674072266,22.076923370361328,306.3423156738281,169.23077392578125,269.74615478515625,195.12307739257812,1,0,45,774,156,173,2085,887,-835,2557,1557,-697,1866,1115,-494,0
4535000,3805000,65.26667022705078,65.93333435058594,255.09584045410156,6570.8916015625,206.3541717529297,-51.94583511352539,258.3500061035156,41.01250076293945,-4.320833206176758,157.0833282470703,-20.84583282470703,857.35418701171875,91.20417022705078,46,22.72083282470703,270.26666259765625,151.39166259765625,253.82083129882812,160.22500610351562,64,0,14,658,251,177,2257,837,-960,2740,1354,-957,1918,1011,-594,0
4615000,3805000,60.97806930541992,65.00877380371094,251.26315307617188,6603.39013671875,204.0614013671875,-54.77193069458008,258.8552551269531,150.48684692382812,-2.1447367668151855,153.92544555664062,-24.741228103637695,682.89471435546875,77.982452392578125,36.28947448730469,22.50438690185547,217.40789794921875,118.52192687988281,214.45614624023438,126.04386138916016,0,0,5,783,160,247,2270,884,-942,2558,1631,-689,1953,1228,-505,0
5005000,3805000,73.50926208496094,43.27777862548828,178.65277099609375,6847.0693359375,201.8981475830078,-40.25925827026367,242.1666717529297,52.95833206176758,-2.689814805984497,172.25462341308594,-17.328702926635742,717.71295166015625,84.171295166015625,33.810184478759766,31.879629135131836,251.0879669189453,110.61573791503906,230.9583282470703,118.27777862548828,3,0,56,713,196,21,2742,819,-1275,2816,1790,-800,2333,1264,-847,0
5065000,3805000,67.99579620361328,61.94117736816406,222.77310180664062,7383.71826171875,215.80252075195312,-62.121849060058594,277.9621887207031,170.31092834472656,-15.310924530029297,170.31092834472656,-31.86554527282715,701.121826171875,85.98319244384766,31.2605037689209,30.957983016967773,248.72689819335938,106.03361511230469,248.72689819335938,107.6218490600586,0,0,176,686,134,79,2757,792,-1284,3047,1929,-772,2420,1053,-865,0
5125000,3805000,68.01441955566406,61.42788314819336,217.3798065185547,7589.5146484375,218.1298065185547,-64.33654022216797,282.4903869628906,172.11058044433594,-13.870192527770996,172.11058044433594,-34.716346740722656,611.1153564453125,77.10576629638672,26.8125,31.269229888916016,227.27883911132812,86.8125,227.27883911132812,89.83654022216797,5,0,454,362,175,68,3314,985,-1498,3440,1837,-928,2980,1081,-1257,0
5325000,3805000,63.71875,65,214.4107208251953,8207.8037109375,224.46875,-78.01786041259766,302.4151916503906,172.16517639160156,-46.50893020629883,174.375,-47.47768020629883,628.20086669921875,75,29.821428298950195,28.20535659790039,220.0625,97.00446319580078,217.24107360839844,97.04017639160156,0,0,86,383,532,93,2913,779,-1398,3107,2006,-843,2653,1422,-888,0
5355000,3805000,59.91428756713867,65,214,8252.2431640625,221.13333129882812,-82.71428680419922,303.98095703125,171.22857666015625,-37.0428581237793,171.22857666015625,-52.019046783447266,620.1190185546875,75.56190490722656,29.809524536132812,29.36190414428711,220.3380889892578,95.376190185546875,220.3380889892578,95.98094940185547,1,0,43,531,380,159,2973,726,-1391,3251,2171,-897,2583,1320,-883,0
5385000,3805000,58.519046783447266,65,212.95713806152344,8311.4716796875,220.23809814453125,-84.94761657714844,305.01904296875,170.61904907226562,-36.02857208251953,170.61904907226562,-54.266666412353516,616.27142333984375,75.5904769897461,30.590476989746094,29.090476989746094,222.0047607421875,96.77143096923828,222.0047607421875,97.82857513427734,0,0,25,669,232,180,2460,722,-998,2562,1866,-583,2117,1152,-606,0
