x,y,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,f_artifical,f_bare,f_cropland,f_highveg,f_lowveg,dem,tcb.sos,tcg.sos,tcw.sos,tcb.pos,tcg.pos,tcw.pos,tcb.eos,tcg.eos,tcw.eos,ursus_arctos
4905000,5285000,-8.818181991577148,50.55172348022461,181.93417358398438,7720.8212890625,144.35423278808594,-133.294677734375,277.6457824707031,101.31974792480469,-54.009403228759766,101.98119354248047,-106.09717559814453,499.0595703125,66.24451446533203,24.92476463317871,34.74294662475586,197.6175537109375,76.5768051147461,177.55172729492188,92.18181610107422,3,49,0,83,711,421,13364,-1912,4046,3145,623,-1551,2738,480,-1329,1
5125000,5285000,-0.5535714030265808,45.32857131958008,172.33570861816406,7431.7001953125,141.5892791748047,-121.41785430908203,263.0321350097656,104.47856903076172,-30.94285774230957,104.59642791748047,-97.739288330078125,535.21783447265625,63.485713958740234,26.467857360839844,27.717857360839844,188.37142944335938,81.29642486572266,188.35714721679688,115.08214569091797,0,2,0,198,722,254,17366,-2722,6131,2552,1182,-1197,2411,1055,-912,1
4855000,5275000,-5.139881134033203,46.87797546386719,179.49107360839844,7315.90478515625,139.0357208251953,-122.18452453613281,261.2440490722656,85.01190185546875,-7.104166507720947,100.19047546386719,-96.77678680419922,529.25299072265625,57.95535659790039,29.214284896850586,21.758928298950195,169.8511962890625,89.69047546386719,168.86904907226562,118.54762268066406,0,12,0,5,960,451,18297,-2832,6242,3092,1272,-1491,2696,999,-1218,0
5075000,5275000,1.2773972749710083,58,186.73629760742188,8551.013671875,169.2876739501953,-140.28424072265625,309.58905029296875,119.89041137695312,-32.345890045166016,121.74314880371094,-109.97602844238281,443.0068359375,61.9383544921875,20.797945022583008,38.21917724609375,184,62.876712799072266,172.376708984375,77.35273742675781,0,0,0,366,538,130,14077,-2133,4551,2670,1297,-1101,1394,490,-531,1
5095000,5275000,3.676870822906494,55.99319839477539,185.850341796875,8333.4453125,166.3265380859375,-134.96258544921875,301.2550964355469,119.53741455078125,-27.59183692932129,120.2551040649414,-105.29251861572266,458.7074890136719,63.06122589111328,21.010204315185547,37.07823181152344,187.26190185546875,63.619049072265625,175.79591369628906,85.46258544921875,39,0,0,453,316,102,12049,-1512,3842,2090,929,-869,1630,595,-617,1
4895000,5265000,6.083333492279053,51,180.7767791748047,7869.7587890625,162.3958282470703,-119.82737731933594,282.15179443359375,118.35713958740234,-50.529762268066406,119.51487731933594,-92.8422622680664,404.58929443359375,57.5,19.452381134033203,38.52381134033203,171.36607360839844,59.880950927734375,153.2113037109375,70.494049072265625,2,6,0,368,555,222,11406,-1752,3242,2701,1268,-1029,2250,767,-1052,1
4725000,5255000,13.475362777709961,34.130435943603516,167.44927978515625,5880.12451171875,122.29855346679688,-81.45507049560547,203.7652130126953,32.86376953125,61.9101448059082,100.08695983886719,-60.20000076293945,773.9652099609375,95.60579681396484,40.90434646606445,24.579710006713867,261.6376953125,126.12174224853516,188.5043487548828,203.39419555664062,0,542,0,25,353,375,15491,-2300,4776,3414,551,-1123,4188,318,-172,0
4915000,5255000,-3.690476179122925,52,180.2142791748047,8054.0654296875,156.2291717529297,-132.32737731933594,288.5386962890625,110.61904907226562,-58.0773811340332,112.5,-105.23213958740234,412.1875,61.27678680419922,19.589284896850586,41.595237731933594,181.41964721679688,59.78571319580078,163.5267791748047,69.17262268066406,0,0,0,437,532,338,16840,-2704,5725,2887,1547,-1132,2228,846,-893,1
4945000,5255000,-2.5621118545532227,53,180.0186309814453,8208.4560546875,160.2857208251953,-133.88198852539062,294.1148986816406,113.94720458984375,-42.723602294921875,115.67080688476562,-106.39751434326172,390.3571472167969,58.07453536987305,19.00310516357422,39.63975143432617,166.13975524902344,57.70186233520508,158.4813690185547,69.31987762451172,0,13,1,451,500,284,14877,-2410,4900,2886,1399,-1183,2243,999,-990,1
5085000,5255000,2.440000057220459,57.61000061035156,185.29666137695312,8586.26953125,171.7100067138672,-138.79666137695312,310.4966735839844,121.44999694824219,-29.386667251586914,123.7699966430664,-109.19000244140625,417.0466613769531,61.586666107177734,18.39666748046875,42.13999938964844,183.8766632080078,55.47999954223633,167.77333068847656,69.5199966430664,0,0,0,771,116,125,9792,-800,2918,2108,1086,-807,1881,627,-413,1
5105000,5255000,6.943333148956299,55.72666549682617,184.08999633789062,8394.11328125,171.53334045410156,-131.48333740234375,303.07666015625,123.76333618164062,-24.360000610351562,124.95999908447266,-102.6933364868164,440.663330078125,62.76333236694336,19.793333053588867,39.2066650390625,181.8766632080078,59.78333282470703,176.90333557128906,77.15666961669922,14,6,2,670,131,63,10034,-904,2956,1873,1028,-567,1618,716,-420,1
4985000,5245000,-0.6331169009208679,55,180.16558837890625,8494.337890625,167.2954559326172,-136.88311767578125,304.2434997558594,118.41558074951172,-82.98701477050781,121.26298522949219,-108.91233825683594,366.5876770019531,60.68831253051758,16.188312530517578,46.558441162109375,167.7987060546875,49.798702239990234,162.05194091796875,54.0162353515625,0,0,0,473,484,221,14537,-2337,4753,2742,1293,-1216,2120,978,-976,0
5005000,5245000,-4.566666603088379,56,181.5272674560547,8575.3486328125,164.96363830566406,-142.81211853027344,307.7363586425781,115.04545593261719,-87.33939361572266,118.16363525390625,-114.31818389892578,410.6212158203125,64.10302734375,18.772727966308594,42.496971130371094,178.4302978515625,56.96666717529297,169.78485107421875,63.754547119140625,0,0,0,115,780,276,16836,-2624,5969,2637,1026,-1297,2148,984,-800,0
5025000,5245000,-1.6700680255889893,56.880950927734375,182.24490356445312,8642.52734375,169.2891082763672,-141.4251708984375,310.8231201171875,118.59183502197266,-84.75850677490234,121.87415313720703,-112.65986633300781,418.3197326660156,62.10884475708008,19.37755012512207,39.65986251831055,175.551025390625,59,168.57142639160156,67.99659729003906,0,0,0,202,572,213,14971,-2316,4924,2049,872,-951,1766,615,-859,0
4815000,5235000,-10.35428524017334,47.19428634643555,177.2742919921875,7517.67724609375,135.49429321289062,-130.8971405029297,266.3885803222656,96.98285675048828,-28.16857147216797,97.01142883300781,-105.18000030517578,523.12860107421875,62.65142822265625,27.605714797973633,25.760000228881836,185.69142150878906,87.3885726928711,180.4971466064453,114.82286071777344,0,91,0,81,786,533,16933,-2514,5338,2930,998,-1434,2652,722,-1331,1
5075000,5235000,3.40816330909729,57,182.46939086914062,8658.9384765625,174.92857360839844,-137.1088409423828,312.1088562011719,123.39795684814453,-75.51020050048828,126.68367004394531,-108.62584686279297,412.4557800292969,62.170066833496094,18.693878173828125,42.275508880615234,185.03060913085938,58.10544204711914,165.99659729003906,66.38775634765625,0,0,0,638,144,133,11086,-1006,3571,2252,1226,-806,1963,653,-643,1
4715000,5225000,11.306122779846191,39.72108840942383,173.43197631835938,6567.76513671875,133.56121826171875,-95.469390869140625,229.0408172607422,31.37074851989746,39.61224365234375,106.30952453613281,-71.78911590576172,752.98638916015625,94.50340270996094,35.908164978027344,26.12244987487793,257.3673400878906,117.78571319580078,186.11904907226562,202.30612182617188,1,293,1,167,247,296,11086,-1795,3409,2809,858,-928,2332,341,-534,0
4775000,5225000,-3.0714285373687744,46.5,178.0771484375,7396.6943359375,138.04856872558594,-123.03713989257812,261.0685729980469,80.76856994628906,12.44857120513916,102.33714294433594,-96.91999816894531,547.1485595703125,64.25428771972656,28.165714263916016,25.468570709228516,185.4971466064453,86.36285400390625,183.11143493652344,123.82286071777344,0,262,0,42,655,446,15580,-2378,5019,3141,951,-1500,2717,635,-1154,0
4845000,5225000,-7.002857208251953,50.531429290771484,178.96856689453125,7928.3544921875,148.58285522460938,-133.68856811523438,282.2257080078125,105.53428649902344,-39.91143035888672,106.89714050292969,-107.02857208251953,429.471435546875,61.56285858154297,20.15142822265625,35.15999984741211,174.04856872558594,64.36856842041016,163.44857788085938,80.04285430908203,0,1,0,54,856,469,17726,-2692,5946,2854,1236,-1347,2333,875,-1214,1
