"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","gadm.level0.gid","gadm.level0.name","gadm.level1.gid","gadm.level1.name","gadm.level2.gid","gadm.level2.name","gadm.level3.gid","gadm.level3.name","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","informationWithheld","verbatimEventDate","datasetName","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","catalogNumber","recordedBy","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","projectId","eventID","otherCatalogNumbers","identificationVerificationStatus","occurrenceRemarks","locality","continent","gadm"
"1","2563509361","Lynx pardinus (Temminck, 1827)",38.249307,-3.936248,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-10-25T13:46:02.641+0000","2020-10-25T15:41:51.890+0000",237,"none","HUMAN_OBSERVATION","PRESENT",2435261,1,44,359,732,9703,2435239,2435261,2435261,"Lynx pardinus (Temminck, 1827)","Animalia","Chordata","Carnivora","Felidae","Lynx","Lynx pardinus","Lynx","pardinus","SPECIES","ACCEPTED","2020-01-18T23:11:50",28270,"Andalucía",2020,1,13,"2020-01-13T17:59:00","2020-06-07T11:57:46.000+0000","2020-10-25T15:41:51.890+0000","https://www.inaturalist.org/observations/37724724","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","ESP","Spain","ESP.1_1","Andalucía","ESP.1.6_1","Jaén","ESP.1.6.3_1","Campiña","WGS84","Mammalia","ES","none","none","Spain","jorgejuanrueda","37724724","jorgejuanrueda","Coordinate uncertainty increased to 28270m at the request of the observer","2020/01/13 5:59 PM CET","iNaturalist research-grade observations","Observations","2563509361","Jaén, ES-AN, ES","https://www.inaturalist.org/observations/37724724","41975","37724724","jorgejuanrueda","https://www.inaturalist.org/observations/37724724","iNaturalist","© jorgejuanrueda some rights reserved","16:59:00Z","jorgejuanrueda","84180266","Lynx pardinus (Temminck, 1827)",NA,NA,NA,NA,NA,NA,NA,NA
"2","2628402474","Lynx pardinus (Temminck, 1827)",38.218461,-3.913084,"cdround,cudc,gass84","3ccfe992-043a-4fff-951d-1e6e158854da","0c392aa0-a452-4254-be5c-e49dd60e9b02","5ca718af-83c3-4496-9da4-bd6101ccc2a5","GB","DWC_ARCHIVE","2020-09-01T10:38:45.175+0000","2020-09-01T13:18:02.924+0000",5,"none","HUMAN_OBSERVATION","PRESENT",2435261,1,44,359,732,9703,2435239,2435261,2435261,"Lynx pardinus (Temminck, 1827)","Animalia","Chordata","Carnivora","Felidae","Lynx","Lynx pardinus","Lynx","pardinus","SPECIES","ACCEPTED",NA,50,NA,2020,1,19,"2020-01-19T00:00:00",NA,"2020-09-01T13:18:02.924+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","ESP","Spain","ESP.1_1","Andalucía","ESP.1.6_1","Jaén","ESP.1.6.3_1","Campiña","WGS84","Mammalia","ES","none","none","Spain","Biological Records Centre","12617103",NA,NA,NA,"GBIF MammalNet","MammalNet-Europe | iMammalia App","2628402474",NA,"12617103","MWEB0051",NA,"Baz Flores, Sara",NA,NA,NA,NA,"Baz Flores, Sara",NA,"Lynx pardinus (Temminck, 1827)","https://european-mammals.brc.ac.uk/","7406720","eb357111-ea72-4a9a-98ed-814ec604a4ec","Accepted - correct",NA,NA,NA,NA
"3","2813924114","Lynx pardinus (Temminck, 1827)",38.296019,-3.977585,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-10-25T13:46:02.641+0000","2020-10-25T15:42:31.555+0000",237,"none","HUMAN_OBSERVATION","PRESENT",2435261,1,44,359,732,9703,2435239,2435261,2435261,"Lynx pardinus (Temminck, 1827)","Animalia","Chordata","Carnivora","Felidae","Lynx","Lynx pardinus","Lynx","pardinus","SPECIES","ACCEPTED","2020-06-29T13:56:09",28270,"Andalucía",2020,1,10,"2020-01-10T12:53:52","2020-06-29T15:01:07.000+0000","2020-10-25T15:42:31.555+0000","https://www.inaturalist.org/observations/51358809","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","ESP","Spain","ESP.1_1","Andalucía","ESP.1.6_1","Jaén","ESP.1.6.3_1","Campiña","WGS84","Mammalia","ES","none","none","Spain","daveread","51358809","daveread","Coordinate uncertainty increased to 28270m at the request of the observer","2020-01-10 12:53:52 PM GMT","iNaturalist research-grade observations","Observations","2813924114","Jaén, ES-AN, ES","https://www.inaturalist.org/observations/51358809","41975","51358809","daveread","https://www.inaturalist.org/observations/51358809","iNaturalist","© daveread some rights reserved","12:53:52Z","daveread","113697417","Lynx pardinus (Temminck, 1827)",NA,NA,NA,NA,NA,NA,NA,NA
"4","2859905998","Lynx pardinus (Temminck, 1827)",39.758884,-4.406503,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-10-25T13:46:02.641+0000","2020-10-25T15:43:20.003+0000",237,"none","HUMAN_OBSERVATION","PRESENT",2435261,1,44,359,732,9703,2435239,2435261,2435261,"Lynx pardinus (Temminck, 1827)","Animalia","Chordata","Carnivora","Felidae","Lynx","Lynx pardinus","Lynx","pardinus","SPECIES","ACCEPTED","2020-08-30T20:49:59",28060,"Castilla-La Mancha",2020,8,15,"2020-08-15T00:00:00","2020-09-23T15:23:00.000+0000","2020-10-25T15:43:20.003+0000","https://www.inaturalist.org/observations/58076933","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","ESP","Spain","ESP.4_1","Castilla-La Mancha","ESP.4.5_1","Toledo","ESP.4.5.3_1","n.a. (256)","WGS84","Mammalia","ES","none","none","Spain","mchaquis","58076933","mchaquis","Coordinate uncertainty increased to 28060m at the request of the observer","2020/08/15","iNaturalist research-grade observations","Observations","2859905998","Toledo, ES-CM, ES","https://www.inaturalist.org/observations/58076933","41975","58076933","mchaquis","https://www.inaturalist.org/observations/58076933","iNaturalist","© mchaquis some rights reserved",NA,"mchaquis","127165382","Lynx pardinus (Temminck, 1827)",NA,NA,NA,NA,NA,NA,NA,NA
"5","1990535439","Lynx pardinus (Temminck, 1827)",38.371113,-3.880549,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-10-25T13:46:02.641+0000","2020-10-25T15:57:07.975+0000",237,"none","HUMAN_OBSERVATION","PRESENT",2435261,1,44,359,732,9703,2435239,2435261,2435261,"Lynx pardinus (Temminck, 1827)","Animalia","Chordata","Carnivora","Felidae","Lynx","Lynx pardinus","Lynx","pardinus","SPECIES","ACCEPTED","2019-01-19T19:57:57",28270,"Andalucía",2019,1,12,"2019-01-12T17:02:00","2019-12-02T05:35:51.000+0000","2020-10-25T15:57:07.975+0000","https://www.inaturalist.org/observations/19735586","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","ESP","Spain","ESP.1_1","Andalucía","ESP.1.6_1","Jaén","ESP.1.6.3_1","Campiña","WGS84","Mammalia","ES","none","none","Spain","Pável Matos","19735586","pavelm14","Coordinate uncertainty increased to 28270m to protect threatened taxon","2019/01/12 5:02 PM CET","iNaturalist research-grade observations","Observations","1990535439","Jaén, ES-AN, ES","https://www.inaturalist.org/observations/19735586","41975","19735586","Pável Matos","https://www.inaturalist.org/observations/19735586","iNaturalist","© Pável Matos some rights reserved","16:02:00Z","Pável Matos","43483166","Lynx pardinus (Temminck, 1827)",NA,NA,NA,NA,"dav",NA,NA,NA
"6","2028087635","Lynx pardinus (Temminck, 1827)",38.2813,-4.000435,"cdround,gass84","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-10-02T06:57:23.068+0000","2020-10-08T09:08:00.758+0000",138,"none","HUMAN_OBSERVATION","PRESENT",2435261,1,44,359,732,9703,2435239,2435261,2435261,"Lynx pardinus (Temminck, 1827)","Animalia","Chordata","Carnivora","Felidae","Lynx","Lynx pardinus","Lynx","pardinus","SPECIES","ACCEPTED",NA,250,NA,2019,2,17,"2019-02-17T00:00:00",NA,"2020-10-08T09:08:00.758+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","ESP","Spain","ESP.1_1","Andalucía","ESP.1.6_1","Jaén","ESP.1.6.3_1","Campiña","WGS84","Mammalia","ES","none","none","Spain",NA,NA,NA,NA,NA,NA,"naturgucker","2028087635",NA,NA,NA,"1137616398","1253125081",NA,"naturgucker",NA,NA,NA,NA,"Lynx pardinus (Temminck, 1827)",NA,NA,NA,NA,NA,"UTM25_30S_0400_4225",NA,NA
"7","2028087638","Lynx pardinus (Temminck, 1827)",38.2813,-4.000435,"cdround,gass84,txmatfuz","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-10-02T06:57:23.068+0000","2020-10-08T09:07:57.468+0000",138,"none","HUMAN_OBSERVATION","PRESENT",2435261,1,44,359,732,9703,2435239,2435261,2435261,"Lynx pardinus (Temminck, 1827)","Animalia","Chordata","Carnivora","Felidae","Lynx","Lynx pardinus","Lynx","pardinus","SPECIES","ACCEPTED",NA,250,NA,2019,2,18,"2019-02-18T00:00:00",NA,"2020-10-08T09:07:57.468+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","ESP","Spain","ESP.1_1","Andalucía","ESP.1.6_1","Jaén","ESP.1.6.3_1","Campiña","WGS84","Mammalia","ES","none","none","Spain",NA,NA,NA,NA,NA,NA,"naturgucker","2028087638",NA,NA,NA,"-405614070","1253125081",NA,"naturgucker",NA,NA,NA,NA,"Lynx pardinus (Temminck, 1827)",NA,NA,NA,NA,NA,"UTM25_30S_0400_4225",NA,NA
"8","2235655122","Lynx pardinus (Temminck, 1827)",37.125134,-6.498349,"cdround,gass84,txmatfuz","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-10-02T06:57:23.068+0000","2020-10-08T09:07:51.406+0000",138,"none","HUMAN_OBSERVATION","PRESENT",2435261,1,44,359,732,9703,2435239,2435261,2435261,"Lynx pardinus (Temminck, 1827)","Animalia","Chordata","Carnivora","Felidae","Lynx","Lynx pardinus","Lynx","pardinus","SPECIES","ACCEPTED",NA,250,NA,2019,3,18,"2019-03-18T00:00:00",NA,"2020-10-08T09:07:51.406+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","ESP","Spain","ESP.1_1","Andalucía","ESP.1.5_1","Huelva","ESP.1.5.5_1","n.a. (137)","WGS84","Mammalia","ES","none","none","Spain",NA,NA,NA,NA,NA,NA,"naturgucker","2235655122",NA,NA,NA,"710627632","1361210635",NA,"naturgucker",NA,NA,NA,NA,"Lynx pardinus (Temminck, 1827)",NA,NA,NA,NA,NA,"Marismas de La Rocina",NA,NA
"9","2235552833","Lynx pardinus (Temminck, 1827)",37.114603,-6.471175,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-10-25T13:46:02.641+0000","2020-10-25T15:56:47.932+0000",237,"none","HUMAN_OBSERVATION","PRESENT",2435261,1,44,359,732,9703,2435239,2435261,2435261,"Lynx pardinus (Temminck, 1827)","Animalia","Chordata","Carnivora","Felidae","Lynx","Lynx pardinus","Lynx","pardinus","SPECIES","ACCEPTED","2019-04-04T12:15:31",28447,"Andalucía",2019,4,4,"2019-04-04T08:27:03","2019-12-02T05:34:53.000+0000","2020-10-25T15:56:47.932+0000","https://www.inaturalist.org/observations/21979155","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","ESP","Spain","ESP.1_1","Andalucía","ESP.1.5_1","Huelva","ESP.1.5.5_1","n.a. (137)","WGS84","Mammalia","ES","none","none","Spain","Javier Solís","21979155","fjsolis","Coordinate uncertainty increased to 28447m to protect threatened taxon","Thu Apr 04 2019 08:27:03 GMT+0200 (GMT+2)","iNaturalist research-grade observations","Observations","2235552833","Huelva, ES-AN, ES","https://www.inaturalist.org/observations/21979155","41975","21979155","Javier Solís","https://www.inaturalist.org/observations/21979155","iNaturalist","© Javier Solís some rights reserved","06:27:03Z","Javier Solís","49093140","Lynx pardinus (Temminck, 1827)",NA,NA,NA,NA,NA,NA,NA,NA
"10","2235655151","Lynx pardinus (Temminck, 1827)",37.136353,-6.392741,"cdround,gass84,txmatfuz","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-10-02T06:57:23.068+0000","2020-10-08T09:08:40.044+0000",138,"none","HUMAN_OBSERVATION","PRESENT",2435261,1,44,359,732,9703,2435239,2435261,2435261,"Lynx pardinus (Temminck, 1827)","Animalia","Chordata","Carnivora","Felidae","Lynx","Lynx pardinus","Lynx","pardinus","SPECIES","ACCEPTED",NA,250,NA,2019,4,5,"2019-04-05T00:00:00",NA,"2020-10-08T09:08:40.044+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","ESP","Spain","ESP.1_1","Andalucía","ESP.1.5_1","Huelva","ESP.1.5.5_1","n.a. (137)","WGS84","Mammalia","ES","none","none","Spain",NA,NA,NA,NA,NA,NA,"naturgucker","2235655151",NA,NA,NA,"-1191941336","1433658079",NA,"naturgucker",NA,NA,NA,NA,"Lynx pardinus (Temminck, 1827)",NA,NA,NA,NA,NA,"Nationalpark Coto Donana",NA,NA
"11","2447941599","Lynx pardinus (Temminck, 1827)",37.034327,-6.48404,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-10-25T13:46:02.641+0000","2020-10-25T15:56:58.494+0000",237,"none","HUMAN_OBSERVATION","PRESENT",2435261,1,44,359,732,9703,2435239,2435261,2435261,"Lynx pardinus (Temminck, 1827)","Animalia","Chordata","Carnivora","Felidae","Lynx","Lynx pardinus","Lynx","pardinus","SPECIES","ACCEPTED","2019-10-26T05:50:30",28447,"Andalucía",2019,10,24,"2019-10-24T12:29:44","2020-04-30T11:46:12.000+0000","2020-10-25T15:56:58.494+0000","https://www.inaturalist.org/observations/34901266","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","ESP","Spain","ESP.1_1","Andalucía","ESP.1.5_1","Huelva","ESP.1.5.5_1","n.a. (137)","WGS84","Mammalia","ES","none","none","Spain","mbulpitt","34901266","mbulpitt","Coordinate uncertainty increased to 28447m to protect threatened taxon","Thu Oct 24 2019 12:29:44 GMT+0200 (GMT+2)","iNaturalist research-grade observations","Observations","2447941599","Huelva, ES-AN, ES","https://www.inaturalist.org/observations/34901266","41975","34901266","mbulpitt","https://www.inaturalist.org/observations/34901266","iNaturalist","© mbulpitt some rights reserved","10:29:44Z","mbulpitt","75759787","Lynx pardinus (Temminck, 1827)",NA,NA,NA,NA,"I identified it in the field using binoculars",NA,NA,NA
"12","1806362355","Lynx pardinus (Temminck, 1827)",37.046411,-6.573505,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-10-25T13:46:02.641+0000","2020-10-25T15:41:02.749+0000",237,"none","HUMAN_OBSERVATION","PRESENT",2435261,1,44,359,732,9703,2435239,2435261,2435261,"Lynx pardinus (Temminck, 1827)","Animalia","Chordata","Carnivora","Felidae","Lynx","Lynx pardinus","Lynx","pardinus","SPECIES","ACCEPTED","2018-01-26T18:12:28",28447,"Andalucía",2018,1,22,"2018-01-22T08:16:00","2019-12-02T05:37:58.000+0000","2020-10-25T15:41:02.749+0000","https://www.inaturalist.org/observations/9621951","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","ESP","Spain","ESP.1_1","Andalucía","ESP.1.5_1","Huelva","ESP.1.5.5_1","n.a. (137)","WGS84","Mammalia","ES","none","none","Spain","pfaucher","9621951","pfaucher","Coordinate uncertainty increased to 28447m to protect threatened taxon","2018/01/22 8:16 AM EST","iNaturalist research-grade observations","Observations","1806362355","Huelva, ES-AN, ES","https://www.inaturalist.org/observations/9621951","41975","9621951","pfaucher","https://www.inaturalist.org/observations/9621951","iNaturalist","© pfaucher some rights reserved","13:16:00Z","pfaucher","21128097","Lynx pardinus (Temminck, 1827)",NA,NA,NA,NA,"A close encounter with an Iberian Lynx in Donana National Park. It was before sunrise so not a lot of light for photography.",NA,NA,NA
"13","1831195193","Lynx pardinus (Temminck, 1827)",38.049097,-4.192493,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-10-25T13:46:02.641+0000","2020-10-25T15:56:42.799+0000",237,"none","HUMAN_OBSERVATION","PRESENT",2435261,1,44,359,732,9703,2435239,2435261,2435261,"Lynx pardinus (Temminck, 1827)","Animalia","Chordata","Carnivora","Felidae","Lynx","Lynx pardinus","Lynx","pardinus","SPECIES","ACCEPTED","2018-02-16T18:28:19",28300,"Andalucía",2018,1,3,"2018-01-03T10:35:16","2019-12-02T05:37:30.000+0000","2020-10-25T15:56:42.799+0000","https://www.inaturalist.org/observations/9881559","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","ESP","Spain","ESP.1_1","Andalucía","ESP.1.6_1","Jaén","ESP.1.6.3_1","Campiña","WGS84","Mammalia","ES","none","none","Spain","Guillermo García-Saúco","9881559","guisauco","Coordinate uncertainty increased to 28300m to protect threatened taxon","Wed Jan 03 2018 10:35:16 GMT+0100 (GMT+1)","iNaturalist research-grade observations","Observations","1831195193","Andalucía, ES","https://www.inaturalist.org/observations/9881559","41975","9881559","Guillermo García-Saúco","https://www.inaturalist.org/observations/9881559","iNaturalist","© Guillermo García-Saúco some rights reserved","09:35:16Z","Guillermo García-Saúco","21810609","Lynx pardinus (Temminck, 1827)",NA,NA,NA,NA,NA,NA,NA,NA
"14","2814248421","Lynx pardinus (Temminck, 1827)",38.393484,-3.968613,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-10-25T13:46:02.641+0000","2020-10-25T15:42:41.288+0000",237,"none","HUMAN_OBSERVATION","PRESENT",2435261,1,44,359,732,9703,2435239,2435261,2435261,"Lynx pardinus (Temminck, 1827)","Animalia","Chordata","Carnivora","Felidae","Lynx","Lynx pardinus","Lynx","pardinus","SPECIES","ACCEPTED","2020-06-29T14:15:00",28270,"Andalucía",2018,1,20,"2018-01-20T00:00:00","2020-09-23T15:23:26.000+0000","2020-10-25T15:42:41.288+0000","https://www.inaturalist.org/observations/51360402","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","ESP","Spain","ESP.4_1","Castilla-La Mancha","ESP.4.2_1","Ciudad Real","ESP.4.2.7_1","n.a. (85)","WGS84","Mammalia","ES","none","none","Spain","daveread","51360402","daveread","Coordinate uncertainty increased to 28270m at the request of the observer","2018/01/20 4:30 PM UTC","iNaturalist research-grade observations","Observations","2814248421","Jaén, ES-AN, ES","https://www.inaturalist.org/observations/51360402","41975","51360402","daveread","https://www.inaturalist.org/observations/51360402","iNaturalist","© daveread some rights reserved",NA,"daveread","113700657","Lynx pardinus (Temminck, 1827)",NA,NA,NA,NA,NA,NA,NA,NA
"15","1807294898","Lynx pardinus (Temminck, 1827)",38.265763,-3.967357,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-10-25T13:46:02.641+0000","2020-10-25T15:41:03.067+0000",237,"none","HUMAN_OBSERVATION","PRESENT",2435261,1,44,359,732,9703,2435239,2435261,2435261,"Lynx pardinus (Temminck, 1827)","Animalia","Chordata","Carnivora","Felidae","Lynx","Lynx pardinus","Lynx","pardinus","SPECIES","ACCEPTED","2018-02-01T13:31:22",28270,"Andalucía",2018,2,1,"2018-02-01T11:04:00","2019-12-02T05:37:42.000+0000","2020-10-25T15:41:03.067+0000","https://www.inaturalist.org/observations/9692343","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","ESP","Spain","ESP.1_1","Andalucía","ESP.1.6_1","Jaén","ESP.1.6.3_1","Campiña","WGS84","Mammalia","ES","none","none","Spain","pfaucher","9692343","pfaucher","Coordinate uncertainty increased to 28270m to protect threatened taxon","2018/02/01 11:04 AM EST","iNaturalist research-grade observations","Observations","1807294898","Jaén, ES-AN, ES","https://www.inaturalist.org/observations/9692343","41975","9692343","pfaucher","https://www.inaturalist.org/observations/9692343","iNaturalist","© pfaucher some rights reserved","16:04:00Z","pfaucher","21316916","Lynx pardinus (Temminck, 1827)",NA,NA,NA,NA,NA,NA,NA,NA
"16","1830876145","Lynx pardinus (Temminck, 1827)",38.156967,-4.00177,"cdround,gass84,txmatfuz","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-10-02T06:57:23.068+0000","2020-10-08T09:08:28.055+0000",138,"none","HUMAN_OBSERVATION","PRESENT",2435261,1,44,359,732,9703,2435239,2435261,2435261,"Lynx pardinus (Temminck, 1827)","Animalia","Chordata","Carnivora","Felidae","Lynx","Lynx pardinus","Lynx","pardinus","SPECIES","ACCEPTED",NA,250,NA,2018,2,18,"2018-02-18T00:00:00",NA,"2020-10-08T09:08:28.055+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","ESP","Spain","ESP.1_1","Andalucía","ESP.1.6_1","Jaén","ESP.1.6.3_1","Campiña","WGS84","Mammalia","ES","none","none","Spain",NA,NA,NA,NA,NA,NA,"naturgucker","1830876145",NA,NA,NA,"1947885035","-1496480791",NA,"naturgucker",NA,NA,NA,NA,"Lynx pardinus (Temminck, 1827)",NA,NA,NA,NA,NA,"Rio Jandula",NA,NA
"17","1839255810","Lynx pardinus (Temminck, 1827)",37.126163,-6.587161,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-10-25T13:46:02.641+0000","2020-10-25T15:41:06.630+0000",237,"none","HUMAN_OBSERVATION","PRESENT",2435261,1,44,359,732,9703,2435239,2435261,2435261,"Lynx pardinus (Temminck, 1827)","Animalia","Chordata","Carnivora","Felidae","Lynx","Lynx pardinus","Lynx","pardinus","SPECIES","ACCEPTED","2018-04-24T09:51:02",28447,"Andalucía",2018,4,23,"2018-04-23T07:30:00","2019-12-02T05:37:19.000+0000","2020-10-25T15:41:06.630+0000","https://www.inaturalist.org/observations/11386937","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","ESP","Spain","ESP.1_1","Andalucía","ESP.1.5_1","Huelva","ESP.1.5.5_1","n.a. (137)","WGS84","Mammalia","ES","none","none","Spain","Anita Shaul","11386937","aesbiologist","Coordinate uncertainty increased to 28447m to protect threatened taxon","2018/04/23 7:30 AM CST","iNaturalist research-grade observations","Observations","1839255810","Huelva, ES-AN, ES","https://www.inaturalist.org/observations/11386937","41975","11386937","Anita Shaul","https://www.inaturalist.org/observations/11386937","iNaturalist","© Anita Shaul some rights reserved","12:30:00Z","Anita Shaul","25290301","Lynx pardinus (Temminck, 1827)",NA,NA,NA,NA,NA,NA,NA,NA
"18","1880497836","Lynx pardinus (Temminck, 1827)",38.388741,-3.933036,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-10-25T13:46:02.641+0000","2020-10-25T15:41:08.253+0000",237,"none","HUMAN_OBSERVATION","PRESENT",2435261,1,44,359,732,9703,2435239,2435261,2435261,"Lynx pardinus (Temminck, 1827)","Animalia","Chordata","Carnivora","Felidae","Lynx","Lynx pardinus","Lynx","pardinus","SPECIES","ACCEPTED","2018-06-17T10:06:39",28270,"Andalucía",2018,4,13,"2018-04-13T00:00:00","2019-12-02T05:36:34.000+0000","2020-10-25T15:41:08.253+0000","https://www.inaturalist.org/observations/13510733","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","ESP","Spain","ESP.4_1","Castilla-La Mancha","ESP.4.2_1","Ciudad Real","ESP.4.2.7_1","n.a. (85)","WGS84","Mammalia","ES","none","none","Spain","Yeray Seminario","13510733","yerasdy","Coordinate uncertainty increased to 28270m to protect threatened taxon","2018/04/13","iNaturalist research-grade observations","Observations","1880497836","Jaén, ES-AN, ES","https://www.inaturalist.org/observations/13510733","41975","13510733","Yeray Seminario","https://www.inaturalist.org/observations/13510733","iNaturalist","© Yeray Seminario some rights reserved",NA,"Yeray Seminario","29334993","Lynx pardinus (Temminck, 1827)",NA,NA,NA,NA,NA,NA,NA,NA
