envChgStep	dispStep	stepID	univDispersal	NoDispersal	occupied	absent	stepColonized	stepDecolonized	stepLDDsuccess
0	0	1	25	25	25	13056	0	0	0
1	1	101	1531	24	141	12940	117	1	0
1	2	102	1531	24	199	12882	58	0	0
1	3	103	1531	24	255	12826	56	0	0
1	4	104	1531	24	552	12529	297	0	0
1	5	105	1531	24	759	12322	207	0	0
1	6	106	1531	24	893	12188	134	0	0
1	7	107	1531	24	1113	11968	220	0	0
1	8	108	1531	24	1225	11856	112	0	0
1	9	109	1531	24	1288	11793	63	0	0
1	10	110	1531	24	1348	11733	60	0	0
