envChgStep	dispStep	stepID	univDispersal	NoDispersal	occupied	absent	stepColonized	stepDecolonized	stepLDDsuccess
0	0	1	25	25	25	13056	0	0	0
1	1	101	1531	24	119	12962	95	1	0
1	2	102	1531	24	200	12881	81	0	0
1	3	103	1531	24	247	12834	47	0	0
1	4	104	1531	24	539	12542	292	0	0
1	5	105	1531	24	746	12335	207	0	0
1	6	106	1531	24	861	12220	115	0	0
1	7	107	1531	24	1106	11975	245	0	0
1	8	108	1531	24	1225	11856	119	0	0
1	9	109	1531	24	1290	11791	65	0	0
1	10	110	1531	24	1356	11725	66	0	0
