envChgStep	dispStep	stepID	univDispersal	NoDispersal	occupied	absent	stepColonized	stepDecolonized	stepLDDsuccess
0	0	1	76	76	76	13005	0	0	0
1	1	101	835	76	328	12753	252	0	0
1	2	102	835	76	392	12689	64	0	0
1	3	103	835	76	429	12652	37	0	0
1	4	104	835	76	448	12633	19	0	0
1	5	105	835	76	583	12498	135	0	0
1	6	106	835	76	630	12451	47	0	0
1	7	107	835	76	643	12438	13	0	0
1	8	108	835	76	657	12424	14	0	0
1	9	109	835	76	700	12381	43	0	0
1	10	110	835	76	724	12357	24	0	0
