envChgStep	dispStep	stepID	univDispersal	NoDispersal	occupied	absent	stepColonized	stepDecolonized	stepLDDsuccess
0	0	1	76	76	76	13005	0	0	0
1	1	101	835	76	330	12751	254	0	0
1	2	102	835	76	396	12685	66	0	0
1	3	103	835	76	433	12648	37	0	0
1	4	104	835	76	462	12619	29	0	0
1	5	105	835	76	606	12475	144	0	0
1	6	106	835	76	650	12431	44	0	0
1	7	107	835	76	668	12413	18	0	0
1	8	108	835	76	675	12406	7	0	0
1	9	109	835	76	708	12373	33	0	0
1	10	110	835	76	733	12348	25	0	0
