envChgStep	dispStep	stepID	univDispersal	NoDispersal	occupied	absent	stepColonized	stepDecolonized	stepLDDsuccess
0	0	1	34	34	34	13047	0	0	0
1	1	101	1692	31	181	12900	150	3	0
1	2	102	1692	31	257	12824	76	0	0
1	3	103	1692	31	315	12766	58	0	0
1	4	104	1692	31	707	12374	392	0	0
1	5	105	1692	31	906	12175	199	0	0
1	6	106	1692	31	1009	12072	103	0	0
1	7	107	1692	31	1254	11827	245	0	0
1	8	108	1692	31	1385	11696	131	0	0
1	9	109	1692	31	1468	11613	83	0	0
1	10	110	1692	31	1555	11526	87	0	0
