envChgStep	dispStep	stepID	univDispersal	NoDispersal	occupied	absent	stepColonized	stepDecolonized	stepLDDsuccess
0	0	1	67	67	67	13014	0	0	0
1	1	101	646	67	222	12859	155	0	0
1	2	102	646	67	274	12807	52	0	0
1	3	103	646	67	282	12799	8	0	0
1	4	104	646	67	304	12777	22	0	0
1	5	105	646	67	380	12701	76	0	0
1	6	106	646	67	406	12675	26	0	0
1	7	107	646	67	419	12662	13	0	0
1	8	108	646	67	430	12651	11	0	0
1	9	109	646	67	446	12635	16	0	0
1	10	110	646	67	453	12628	7	0	0
