envChgStep	dispStep	stepID	univDispersal	NoDispersal	occupied	absent	stepColonized	stepDecolonized	stepLDDsuccess
0	0	1	84	84	84	12997	0	0	0
1	1	101	888	84	366	12715	282	0	0
1	2	102	888	84	436	12645	70	0	0
1	3	103	888	84	473	12608	37	0	0
1	4	104	888	84	497	12584	24	0	0
1	5	105	888	84	629	12452	132	0	0
1	6	106	888	84	693	12388	64	0	0
1	7	107	888	84	716	12365	23	0	0
1	8	108	888	84	733	12348	17	0	0
1	9	109	888	84	770	12311	37	0	0
1	10	110	888	84	797	12284	27	0	0
