envChgStep	dispStep	stepID	univDispersal	NoDispersal	occupied	absent	stepColonized	stepDecolonized	stepLDDsuccess
0	0	1	17	17	17	13064	0	0	0
1	1	101	1262	16	85	12996	69	1	0
1	2	102	1262	16	129	12952	44	0	0
1	3	103	1262	16	164	12917	35	0	0
1	4	104	1262	16	343	12738	179	0	0
1	5	105	1262	16	458	12623	115	0	0
1	6	106	1262	16	548	12533	90	0	0
1	7	107	1262	16	671	12410	123	0	0
1	8	108	1262	16	799	12282	128	0	0
1	9	109	1262	16	888	12193	89	0	0
1	10	110	1262	16	932	12149	44	0	0
